country,ccode,group,groupid,year,region,rcode,active,phase1,phase2,fyphase,fyphase1,fyphase2,fygroup,startdate1,enddate1,tyrule1,startdate2,enddate2,tyrule2,perstart,perend,violsd,lviolsd,hviolsd,ambiguous,nviolsd,prioract,priorconflict,priornonviol,priorviol,violsd_onset,hviolsd_onset,shortpeace_violsd,shortpeace_hviolsd,py_violsd_phase,py_violsd_country,py_hviolsd_phase,py_hviolsd_country,violsd_onset_woambig,hviolsd_onset_woambig,shortpeace_violsd_woambig,shortpeace_hviolsd_woambig,py_violsd_woambig_phase,py_violsd_woambig_country,py_hviolsd_woambig_phase,py_hviolsd_woambig_country,doublecount,doublecount_oldhost,doublecount_newhost,sample,weight,below500000,violent,switched,con,cultcon,autcon,indcon,res,cultres,autres,indres,priorcon1,priorres1,priorcon2,priorres2,majterr1,majterr2,majterr3,claim,landborder,seashore,hydrocarbon,groupcon,kin,regaut,defacto,pwrstat,excluded,groupsize,epr2sdm_scenario,epr_group,epr_gwgroupid,sovdec,autdec,subdec,inddec,irrdec,ucdp_conflictid,ucdp_territoryname,ucdp_intensitylevel,ucdp_cumulativeintensity,ucdp_typeofconflict,ucdp_terrconflict,ucdp_hterrconflict,ucdp_terrconflict_onset,ucdp_hterrconflict_onset,shortpeace_ucdp_terrconflict,shortpeace_ucdp_hterrconflict,py_ucdp_terrconflict_phase,py_ucdp_terrconflict_country,py_ucdp_hterrconflict_phase,py_ucdp_hterrconflict_country,accomm,strictaccomm
Afghanistan,700,Hazaras,700010,1950,Central Asia,3,0,1,0,0,0,0,1,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1951,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1952,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1953,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1954,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1955,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1956,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1957,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1958,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1959,Central Asia,3,0,1,0,0,0,0,0,1960,9999,,,,,1960,1979,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Hazaras,700010,1960,Central Asia,3,1,1,0,1,1,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,0,15,0,15,0,0,0,0,0,15,0,15,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,14,0,14,,
Afghanistan,700,Hazaras,700010,1961,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,1,16,1,16,0,0,0,0,1,16,1,16,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,15,1,15,,
Afghanistan,700,Hazaras,700010,1962,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,2,17,2,17,0,0,0,0,2,17,2,17,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,16,2,16,,
Afghanistan,700,Hazaras,700010,1963,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,3,18,3,18,0,0,0,0,3,18,3,18,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,17,3,17,,
Afghanistan,700,Hazaras,700010,1964,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,4,19,4,19,0,0,0,0,4,19,4,19,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,18,4,18,,
Afghanistan,700,Hazaras,700010,1965,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,5,20,5,20,0,0,0,0,5,20,5,20,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,19,5,19,,
Afghanistan,700,Hazaras,700010,1966,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,6,21,6,21,0,0,0,0,6,21,6,21,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6,20,6,20,,
Afghanistan,700,Hazaras,700010,1967,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,7,22,7,22,0,0,0,0,7,22,7,22,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,21,7,21,,
Afghanistan,700,Hazaras,700010,1968,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,8,23,8,23,0,0,0,0,8,23,8,23,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8,22,8,22,,
Afghanistan,700,Hazaras,700010,1969,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,9,24,9,24,0,0,0,0,9,24,9,24,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9,23,9,23,,
Afghanistan,700,Hazaras,700010,1970,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,10,25,10,25,0,0,0,0,10,25,10,25,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,24,10,24,,
Afghanistan,700,Hazaras,700010,1971,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,11,26,11,26,0,0,0,0,11,26,11,26,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,11,25,11,25,,
Afghanistan,700,Hazaras,700010,1972,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,12,27,12,27,0,0,0,0,12,27,12,27,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12,26,12,26,,
Afghanistan,700,Hazaras,700010,1973,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,13,28,13,28,0,0,0,0,13,28,13,28,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,13,27,13,27,,
Afghanistan,700,Hazaras,700010,1974,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,14,29,14,29,0,0,0,0,14,29,14,29,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,14,28,14,28,,
Afghanistan,700,Hazaras,700010,1975,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,15,30,15,30,0,0,0,0,15,30,15,30,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,15,29,15,29,,
Afghanistan,700,Hazaras,700010,1976,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,16,31,16,31,0,0,0,0,16,31,16,31,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,16,30,16,30,,
Afghanistan,700,Hazaras,700010,1977,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,17,32,17,32,0,0,0,0,17,32,17,32,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17,31,17,31,,
Afghanistan,700,Hazaras,700010,1978,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,18,33,18,33,0,0,0,0,18,33,18,33,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,18,32,18,32,,
Afghanistan,700,Hazaras,700010,1979,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1960,1979,0,0,0,0,1,0,,,,0,0,0,0,19,34,19,34,0,0,0,0,19,34,19,34,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,19,33,19,33,,
Afghanistan,700,Hazaras,700010,1980,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,1,0,0,0,20,35,20,35,0,0,0,0,20,35,20,35,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20,34,20,34,,
Afghanistan,700,Hazaras,700010,1981,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,21,36,0,0,0,0,21,36,21,36,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,21,35,21,35,,
Afghanistan,700,Hazaras,700010,1982,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,22,37,0,0,0,0,22,37,22,37,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,22,36,22,36,,
Afghanistan,700,Hazaras,700010,1983,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,23,38,0,0,0,0,23,38,23,38,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,23,37,23,37,,
Afghanistan,700,Hazaras,700010,1984,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,24,39,0,0,0,0,24,39,24,39,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,24,38,24,38,,
Afghanistan,700,Hazaras,700010,1985,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,25,40,0,0,0,0,25,40,25,40,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,25,39,25,39,,
Afghanistan,700,Hazaras,700010,1986,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,26,41,0,0,0,0,26,41,26,41,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,26,40,26,40,,
Afghanistan,700,Hazaras,700010,1987,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,27,42,0,0,0,0,27,42,27,42,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,27,41,27,41,,
Afghanistan,700,Hazaras,700010,1988,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,28,43,0,0,0,0,28,43,28,43,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,28,42,28,42,,
Afghanistan,700,Hazaras,700010,1989,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,29,44,0,0,0,0,29,44,29,44,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,29,43,29,43,,
Afghanistan,700,Hazaras,700010,1990,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,30,45,0,0,0,0,30,45,30,45,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,30,44,30,44,,
Afghanistan,700,Hazaras,700010,1991,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,31,46,0,0,0,0,31,46,31,46,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,31,45,31,45,,
Afghanistan,700,Hazaras,700010,1992,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,32,47,0,0,0,0,32,47,32,47,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,32,46,32,46,,
Afghanistan,700,Hazaras,700010,1993,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,33,48,0,0,0,0,33,48,33,48,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,33,47,33,47,,
Afghanistan,700,Hazaras,700010,1994,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,34,49,0,0,0,0,34,49,34,49,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,34,48,34,48,,
Afghanistan,700,Hazaras,700010,1995,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,35,50,0,0,0,0,35,50,35,50,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,35,49,35,49,,
Afghanistan,700,Hazaras,700010,1996,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,36,51,0,0,0,0,36,51,36,51,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,36,50,36,50,,
Afghanistan,700,Hazaras,700010,1997,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,37,52,0,0,0,0,37,52,37,52,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,37,51,37,51,,
Afghanistan,700,Hazaras,700010,1998,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,38,53,0,0,0,0,38,53,38,53,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,38,52,38,52,,
Afghanistan,700,Hazaras,700010,1999,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,39,54,0,0,0,0,39,54,39,54,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,39,53,39,53,,
Afghanistan,700,Hazaras,700010,2000,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,40,55,0,0,0,0,40,55,40,55,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,40,54,40,54,,
Afghanistan,700,Hazaras,700010,2001,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,1980,2001,1,1,0,1,0,0,,,,,0,0,0,0,0,41,56,0,0,0,0,41,56,41,56,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,41,55,41,55,,
Afghanistan,700,Hazaras,700010,2002,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,0,0,42,57,0,0,0,0,42,57,42,57,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,42,56,42,56,,
Afghanistan,700,Hazaras,700010,2003,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,1,1,43,58,0,0,0,0,43,58,43,58,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,43,57,43,57,,
Afghanistan,700,Hazaras,700010,2004,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,2,2,44,59,0,0,0,0,44,59,44,59,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,44,58,44,58,,
Afghanistan,700,Hazaras,700010,2005,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,3,3,45,60,0,0,0,0,45,60,45,60,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,45,59,45,59,,
Afghanistan,700,Hazaras,700010,2006,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,4,4,46,61,0,0,0,0,46,61,46,61,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,46,60,46,60,,
Afghanistan,700,Hazaras,700010,2007,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,5,5,47,62,0,0,0,0,47,62,47,62,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,47,61,47,61,,
Afghanistan,700,Hazaras,700010,2008,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,6,6,48,63,0,0,0,0,48,63,48,63,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,48,62,48,62,,
Afghanistan,700,Hazaras,700010,2009,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,7,7,49,64,0,0,0,0,49,64,49,64,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,49,63,49,63,,
Afghanistan,700,Hazaras,700010,2010,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,8,8,50,65,0,0,0,0,50,65,50,65,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,50,64,50,64,,
Afghanistan,700,Hazaras,700010,2011,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,9,9,51,66,0,0,0,0,51,66,51,66,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,51,65,51,65,,
Afghanistan,700,Hazaras,700010,2012,Central Asia,3,1,1,0,0,0,0,0,1960,9999,,,,,2002,2012,0,0,0,0,1,0,,,,0,0,0,0,10,10,52,67,0,0,0,0,52,67,52,67,,,,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,52,66,52,66,,
Afghanistan,700,Tajiks,700020,1969,Central Asia,3,0,1,0,0,0,0,1,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1970,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1971,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1972,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1973,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1974,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1975,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1976,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1977,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1978,Central Asia,3,0,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,700,Tajiks,700020,1979,Central Asia,3,1,1,0,1,1,0,0,1979,1992,0,1996,2001,0,1979,1992,1,0,1,1,0,0,,,,1,1,0,0,0,34,0,34,0,0,0,0,0,34,0,34,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,33,0,33,,
Afghanistan,700,Tajiks,700020,1980,Central Asia,3,1,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,1,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,1,35,1,35,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,34,1,34,,
Afghanistan,700,Tajiks,700020,1981,Central Asia,3,1,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,1,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,36,2,36,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,35,2,35,,
Afghanistan,700,Tajiks,700020,1982,Central Asia,3,1,1,0,0,0,0,0,1979,1992,0,1996,2001,0,1979,1992,1,0,1,1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,3,37,3,37,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,36,3,36,,
